Graph Unit,Litres

,The University of Melbourne Sport Centre,The University of Melbourne Sport Pavilion,The University of Melbourne Sports oval
Monday 27/11/2017 03:45:00 AM,0,0,0
Monday 27/11/2017 04:00:00 AM,0,0,0
Monday 27/11/2017 04:15:00 AM,0,0,0
Monday 27/11/2017 04:30:00 AM,0,0,0
Monday 27/11/2017 04:45:00 AM,0,0,0
Monday 27/11/2017 05:00:00 AM,0,0,0
Monday 27/11/2017 05:15:00 AM,0,0,0
Monday 27/11/2017 05:30:00 AM,0,0,0
Monday 27/11/2017 05:45:00 AM,0,10,0
Monday 27/11/2017 06:00:00 AM,0,0,0
Monday 27/11/2017 06:15:00 AM,0,0,0
Monday 27/11/2017 06:30:00 AM,0,0,0
Monday 27/11/2017 06:45:00 AM,0,0,0
Monday 27/11/2017 07:00:00 AM,0,0,0
Monday 27/11/2017 07:15:00 AM,0,0,0
Monday 27/11/2017 07:30:00 AM,0,0,0
Monday 27/11/2017 07:45:00 AM,0,0,0
Monday 27/11/2017 08:00:00 AM,20,0,0
Monday 27/11/2017 08:15:00 AM,10,0,0
Monday 27/11/2017 08:30:00 AM,0,0,0
Monday 27/11/2017 08:45:00 AM,0,0,0
Monday 27/11/2017 09:00:00 AM,10,0,0
Monday 27/11/2017 09:15:00 AM,0,0,0
Monday 27/11/2017 09:30:00 AM,0,0,0
Monday 27/11/2017 09:45:00 AM,10,10,0
Monday 27/11/2017 10:00:00 AM,0,0,0
Monday 27/11/2017 10:15:00 AM,10,0,0
Monday 27/11/2017 10:30:00 AM,0,0,0
Monday 27/11/2017 10:45:00 AM,10,0,0
Monday 27/11/2017 11:00:00 AM,0,0,0
Monday 27/11/2017 11:15:00 AM,0,0,0
Monday 27/11/2017 11:30:00 AM,0,0,0
Monday 27/11/2017 11:45:00 AM,0,10,0
Monday 27/11/2017 12:00:00 PM,10,0,0
Monday 27/11/2017 12:15:00 PM,0,0,0
Monday 27/11/2017 12:30:00 PM,0,0,0
Monday 27/11/2017 12:45:00 PM,10,0,0
Monday 27/11/2017 01:00:00 PM,0,0,0
Monday 27/11/2017 01:15:00 PM,20,10,0
Monday 27/11/2017 01:30:00 PM,20,10,0
Monday 27/11/2017 01:45:00 PM,10,10,0
Monday 27/11/2017 02:00:00 PM,10,0,0
Monday 27/11/2017 02:15:00 PM,10,0,0
Monday 27/11/2017 02:30:00 PM,0,10,0
Monday 27/11/2017 02:45:00 PM,0,0,0
Monday 27/11/2017 03:00:00 PM,10,0,0
Monday 27/11/2017 03:15:00 PM,0,0,0
Monday 27/11/2017 03:30:00 PM,0,0,0
Monday 27/11/2017 03:45:00 PM,0,0,0
Monday 27/11/2017 04:00:00 PM,10,10,0
Monday 27/11/2017 04:15:00 PM,10,0,0
Monday 27/11/2017 04:30:00 PM,0,40,0
Monday 27/11/2017 04:45:00 PM,0,20,0
Monday 27/11/2017 05:00:00 PM,10,0,0
Monday 27/11/2017 05:15:00 PM,10,0,0
Monday 27/11/2017 05:30:00 PM,20,0,0
Monday 27/11/2017 05:45:00 PM,0,0,0
Monday 27/11/2017 06:00:00 PM,10,0,0
Monday 27/11/2017 06:15:00 PM,0,0,0
Monday 27/11/2017 06:30:00 PM,0,0,0
Monday 27/11/2017 06:45:00 PM,20,0,0
Monday 27/11/2017 07:00:00 PM,0,0,0
Monday 27/11/2017 07:15:00 PM,0,0,0
Monday 27/11/2017 07:30:00 PM,30,0,0
Monday 27/11/2017 07:45:00 PM,10,10,0
Monday 27/11/2017 08:00:00 PM,0,0,0
Monday 27/11/2017 08:15:00 PM,0,0,0
Monday 27/11/2017 08:30:00 PM,0,0,0
Monday 27/11/2017 08:45:00 PM,10,0,0
Monday 27/11/2017 09:00:00 PM,0,0,0
Monday 27/11/2017 09:15:00 PM,10,0,0
Monday 27/11/2017 09:30:00 PM,0,0,190
Monday 27/11/2017 09:45:00 PM,0,0,180
Monday 27/11/2017 10:00:00 PM,0,0,270
Monday 27/11/2017 10:15:00 PM,10,0,230
Monday 27/11/2017 10:30:00 PM,0,0,190
Monday 27/11/2017 10:45:00 PM,0,0,250
Monday 27/11/2017 11:00:00 PM,0,0,300
Monday 27/11/2017 11:15:00 PM,0,0,270
Monday 27/11/2017 11:30:00 PM,0,10,220
Monday 27/11/2017 11:45:00 PM,0,20,230
Tuesday 28/11/2017 12:00:00 AM,0,0,240
Tuesday 28/11/2017 12:15:00 AM,0,0,330
Tuesday 28/11/2017 12:30:00 AM,0,0,310
Tuesday 28/11/2017 12:45:00 AM,0,0,0
Tuesday 28/11/2017 01:00:00 AM,0,0,0
Tuesday 28/11/2017 01:15:00 AM,0,0,0
Tuesday 28/11/2017 01:30:00 AM,0,10,0
Tuesday 28/11/2017 01:45:00 AM,0,0,0
Tuesday 28/11/2017 02:00:00 AM,0,0,0
Tuesday 28/11/2017 02:15:00 AM,0,0,0
Tuesday 28/11/2017 02:30:00 AM,0,0,0
Tuesday 28/11/2017 02:45:00 AM,0,0,0
Tuesday 28/11/2017 03:00:00 AM,0,0,0
Tuesday 28/11/2017 03:15:00 AM,0,0,0
Tuesday 28/11/2017 03:30:00 AM,0,0,0
Tuesday 28/11/2017 03:45:00 AM,0,0,0
Tuesday 28/11/2017 04:00:00 AM,0,0,0
Tuesday 28/11/2017 04:15:00 AM,0,0,0
Tuesday 28/11/2017 04:30:00 AM,0,0,0
Tuesday 28/11/2017 04:45:00 AM,0,0,0
Tuesday 28/11/2017 05:00:00 AM,0,0,0
Tuesday 28/11/2017 05:15:00 AM,0,0,0
Tuesday 28/11/2017 05:30:00 AM,0,0,0
Tuesday 28/11/2017 05:45:00 AM,0,0,0
Tuesday 28/11/2017 06:00:00 AM,0,0,0
Tuesday 28/11/2017 06:15:00 AM,0,0,0
Tuesday 28/11/2017 06:30:00 AM,0,0,0
Tuesday 28/11/2017 06:45:00 AM,0,0,0
Tuesday 28/11/2017 07:00:00 AM,0,0,0
Tuesday 28/11/2017 07:15:00 AM,0,0,0
Tuesday 28/11/2017 07:30:00 AM,10,10,0
Tuesday 28/11/2017 07:45:00 AM,0,0,0
Tuesday 28/11/2017 08:00:00 AM,0,0,30
Tuesday 28/11/2017 08:15:00 AM,10,10,70
Tuesday 28/11/2017 08:30:00 AM,0,0,40
Tuesday 28/11/2017 08:45:00 AM,20,0,0
Tuesday 28/11/2017 09:00:00 AM,10,0,0
Tuesday 28/11/2017 09:15:00 AM,0,0,0
Tuesday 28/11/2017 09:30:00 AM,20,10,0
Tuesday 28/11/2017 09:45:00 AM,0,0,0
Tuesday 28/11/2017 10:00:00 AM,0,0,0
Tuesday 28/11/2017 10:15:00 AM,10,0,0
Tuesday 28/11/2017 10:30:00 AM,0,0,0
Tuesday 28/11/2017 10:45:00 AM,0,10,20
Tuesday 28/11/2017 11:00:00 AM,0,0,10
Tuesday 28/11/2017 11:15:00 AM,10,0,0
Tuesday 28/11/2017 11:30:00 AM,0,0,0
Tuesday 28/11/2017 11:45:00 AM,10,0,0
Tuesday 28/11/2017 12:00:00 PM,0,0,0
Tuesday 28/11/2017 12:15:00 PM,0,10,0
Tuesday 28/11/2017 12:30:00 PM,0,0,0
Tuesday 28/11/2017 12:45:00 PM,10,0,0
Tuesday 28/11/2017 01:00:00 PM,10,10,0
Tuesday 28/11/2017 01:15:00 PM,10,0,0
Tuesday 28/11/2017 01:30:00 PM,0,20,0
Tuesday 28/11/2017 01:45:00 PM,10,0,60
Tuesday 28/11/2017 02:00:00 PM,0,20,60
Tuesday 28/11/2017 02:15:00 PM,10,20,70
Tuesday 28/11/2017 02:30:00 PM,0,10,0
Tuesday 28/11/2017 02:45:00 PM,10,10,30
Tuesday 28/11/2017 03:00:00 PM,0,0,80
Tuesday 28/11/2017 03:15:00 PM,0,0,70
Tuesday 28/11/2017 03:30:00 PM,0,10,0
Tuesday 28/11/2017 03:45:00 PM,10,20,0
Tuesday 28/11/2017 04:00:00 PM,0,30,0
Tuesday 28/11/2017 04:15:00 PM,10,10,0
Tuesday 28/11/2017 04:30:00 PM,0,10,0
Tuesday 28/11/2017 04:45:00 PM,0,10,0
Tuesday 28/11/2017 05:00:00 PM,0,10,0
Tuesday 28/11/2017 05:15:00 PM,0,10,0
Tuesday 28/11/2017 05:30:00 PM,10,20,0
Tuesday 28/11/2017 05:45:00 PM,0,20,0
Tuesday 28/11/2017 06:00:00 PM,10,10,0
Tuesday 28/11/2017 06:15:00 PM,20,0,0
Tuesday 28/11/2017 06:30:00 PM,10,0,0
Tuesday 28/11/2017 06:45:00 PM,10,10,0
Tuesday 28/11/2017 07:00:00 PM,10,0,10
Tuesday 28/11/2017 07:15:00 PM,10,30,0
Tuesday 28/11/2017 07:30:00 PM,0,10,0
Tuesday 28/11/2017 07:45:00 PM,50,10,0
Tuesday 28/11/2017 08:00:00 PM,20,20,0
Tuesday 28/11/2017 08:15:00 PM,0,10,0
Tuesday 28/11/2017 08:30:00 PM,0,20,0
Tuesday 28/11/2017 08:45:00 PM,10,50,0
Tuesday 28/11/2017 09:00:00 PM,0,30,0
Tuesday 28/11/2017 09:15:00 PM,0,0,0
Tuesday 28/11/2017 09:30:00 PM,0,0,0
Tuesday 28/11/2017 09:45:00 PM,0,0,0
Tuesday 28/11/2017 10:00:00 PM,10,0,0
Tuesday 28/11/2017 10:15:00 PM,0,0,0
Tuesday 28/11/2017 10:30:00 PM,10,0,0
Tuesday 28/11/2017 10:45:00 PM,0,10,0
Tuesday 28/11/2017 11:00:00 PM,0,0,0
Tuesday 28/11/2017 11:15:00 PM,0,0,0
Tuesday 28/11/2017 11:30:00 PM,0,0,30
Tuesday 28/11/2017 11:45:00 PM,0,0,210
Wednesday 29/11/2017 12:00:00 AM,0,0,210
Wednesday 29/11/2017 12:15:00 AM,0,0,180
Wednesday 29/11/2017 12:30:00 AM,0,0,170
Wednesday 29/11/2017 12:45:00 AM,0,0,220
Wednesday 29/11/2017 01:00:00 AM,0,10,270
Wednesday 29/11/2017 01:15:00 AM,0,10,280
Wednesday 29/11/2017 01:30:00 AM,0,0,240
Wednesday 29/11/2017 01:45:00 AM,0,0,220
Wednesday 29/11/2017 02:00:00 AM,0,0,190
Wednesday 29/11/2017 02:15:00 AM,0,0,190
Wednesday 29/11/2017 02:30:00 AM,0,10,200
Wednesday 29/11/2017 02:45:00 AM,0,0,250
Wednesday 29/11/2017 03:00:00 AM,0,0,280
Wednesday 29/11/2017 03:15:00 AM,0,0,290
Wednesday 29/11/2017 03:30:00 AM,0,0,60
Wednesday 29/11/2017 03:45:00 AM,0,0,0
Wednesday 29/11/2017 04:00:00 AM,0,0,0
Wednesday 29/11/2017 04:15:00 AM,0,0,0
Wednesday 29/11/2017 04:30:00 AM,0,10,80
Wednesday 29/11/2017 04:45:00 AM,0,0,340
Wednesday 29/11/2017 05:00:00 AM,0,0,340
Wednesday 29/11/2017 05:15:00 AM,0,0,310
Wednesday 29/11/2017 05:30:00 AM,0,0,270
Wednesday 29/11/2017 05:45:00 AM,0,0,230
Wednesday 29/11/2017 06:00:00 AM,0,0,230
Wednesday 29/11/2017 06:15:00 AM,10,0,220
Wednesday 29/11/2017 06:30:00 AM,10,0,220
Wednesday 29/11/2017 06:45:00 AM,10,0,220
Wednesday 29/11/2017 07:00:00 AM,0,0,210
Wednesday 29/11/2017 07:15:00 AM,0,10,210
Wednesday 29/11/2017 07:30:00 AM,0,10,230
Wednesday 29/11/2017 07:45:00 AM,0,0,320
Wednesday 29/11/2017 08:00:00 AM,0,0,280
Wednesday 29/11/2017 08:15:00 AM,10,0,280
Wednesday 29/11/2017 08:30:00 AM,10,0,220
Wednesday 29/11/2017 08:45:00 AM,20,0,0
Wednesday 29/11/2017 09:00:00 AM,0,0,0
Wednesday 29/11/2017 09:15:00 AM,0,0,0
Wednesday 29/11/2017 09:30:00 AM,0,10,0
Wednesday 29/11/2017 09:45:00 AM,10,0,0
Wednesday 29/11/2017 10:00:00 AM,0,0,0
Wednesday 29/11/2017 10:15:00 AM,10,10,0
Wednesday 29/11/2017 10:30:00 AM,0,20,0
Wednesday 29/11/2017 10:45:00 AM,10,10,0
Wednesday 29/11/2017 11:00:00 AM,10,0,0
Wednesday 29/11/2017 11:15:00 AM,0,10,0
Wednesday 29/11/2017 11:30:00 AM,10,20,0
Wednesday 29/11/2017 11:45:00 AM,0,0,0
Wednesday 29/11/2017 12:00:00 PM,10,20,0
Wednesday 29/11/2017 12:15:00 PM,0,10,0
Wednesday 29/11/2017 12:30:00 PM,0,0,0
Wednesday 29/11/2017 12:45:00 PM,10,20,0
Wednesday 29/11/2017 01:00:00 PM,20,0,0
Wednesday 29/11/2017 01:15:00 PM,30,10,0
Wednesday 29/11/2017 01:30:00 PM,40,30,0
Wednesday 29/11/2017 01:45:00 PM,0,30,0
Wednesday 29/11/2017 02:00:00 PM,0,30,0
Wednesday 29/11/2017 02:15:00 PM,10,30,0
Wednesday 29/11/2017 02:30:00 PM,0,0,0
Wednesday 29/11/2017 02:45:00 PM,10,0,0
Wednesday 29/11/2017 03:00:00 PM,0,10,0
Wednesday 29/11/2017 03:15:00 PM,0,0,0
Wednesday 29/11/2017 03:30:00 PM,20,0,0
Wednesday 29/11/2017 03:45:00 PM,0,0,0
Wednesday 29/11/2017 04:00:00 PM,0,0,0
Wednesday 29/11/2017 04:15:00 PM,0,20,0
Wednesday 29/11/2017 04:30:00 PM,10,50,0
Wednesday 29/11/2017 04:45:00 PM,0,10,0
Wednesday 29/11/2017 05:00:00 PM,0,0,0
Wednesday 29/11/2017 05:15:00 PM,10,0,0
Wednesday 29/11/2017 05:30:00 PM,0,0,0
Wednesday 29/11/2017 05:45:00 PM,0,30,0
Wednesday 29/11/2017 06:00:00 PM,0,0,0
Wednesday 29/11/2017 06:15:00 PM,10,10,0
Wednesday 29/11/2017 06:30:00 PM,10,0,0
Wednesday 29/11/2017 06:45:00 PM,20,10,0
Wednesday 29/11/2017 07:00:00 PM,0,0,0
Wednesday 29/11/2017 07:15:00 PM,10,0,0
Wednesday 29/11/2017 07:30:00 PM,0,10,0
Wednesday 29/11/2017 07:45:00 PM,10,20,0
Wednesday 29/11/2017 08:00:00 PM,20,0,0
Wednesday 29/11/2017 08:15:00 PM,0,0,0
Wednesday 29/11/2017 08:30:00 PM,10,0,0
Wednesday 29/11/2017 08:45:00 PM,0,0,0
Wednesday 29/11/2017 09:00:00 PM,10,0,0
Wednesday 29/11/2017 09:15:00 PM,0,0,0
Wednesday 29/11/2017 09:30:00 PM,0,0,0
Wednesday 29/11/2017 09:45:00 PM,0,0,0
Wednesday 29/11/2017 10:00:00 PM,0,0,0
Wednesday 29/11/2017 10:15:00 PM,10,0,0
Wednesday 29/11/2017 10:30:00 PM,0,0,0
Wednesday 29/11/2017 10:45:00 PM,0,0,0
Wednesday 29/11/2017 11:00:00 PM,0,0,0
Wednesday 29/11/2017 11:15:00 PM,0,0,0
Wednesday 29/11/2017 11:30:00 PM,0,0,0
Wednesday 29/11/2017 11:45:00 PM,0,0,0
Thursday 30/11/2017 12:00:00 AM,0,0,0
Thursday 30/11/2017 12:15:00 AM,20,0,0
Thursday 30/11/2017 12:30:00 AM,0,0,0
Thursday 30/11/2017 12:45:00 AM,0,0,0
Thursday 30/11/2017 01:00:00 AM,0,0,0
Thursday 30/11/2017 01:15:00 AM,0,0,0
Thursday 30/11/2017 01:30:00 AM,0,0,0
Thursday 30/11/2017 01:45:00 AM,0,20,0
Thursday 30/11/2017 02:00:00 AM,0,10,0
Thursday 30/11/2017 02:15:00 AM,0,0,0
Thursday 30/11/2017 02:30:00 AM,0,10,0
Thursday 30/11/2017 02:45:00 AM,0,0,0
Thursday 30/11/2017 03:00:00 AM,0,0,0
Thursday 30/11/2017 03:15:00 AM,0,0,0
Thursday 30/11/2017 03:30:00 AM,0,40,0
Thursday 30/11/2017 03:45:00 AM,0,0,0
Thursday 30/11/2017 04:00:00 AM,0,10,0
Thursday 30/11/2017 04:15:00 AM,0,0,0
Thursday 30/11/2017 04:30:00 AM,0,0,0
Thursday 30/11/2017 04:45:00 AM,0,0,0
Thursday 30/11/2017 05:00:00 AM,0,0,0
Thursday 30/11/2017 05:15:00 AM,0,0,0
Thursday 30/11/2017 05:30:00 AM,0,10,0
Thursday 30/11/2017 05:45:00 AM,0,0,0
Thursday 30/11/2017 06:00:00 AM,0,0,0
Thursday 30/11/2017 06:15:00 AM,0,0,0
Thursday 30/11/2017 06:30:00 AM,0,0,0
Thursday 30/11/2017 06:45:00 AM,0,0,0
Thursday 30/11/2017 07:00:00 AM,0,0,0
Thursday 30/11/2017 07:15:00 AM,10,0,0
Thursday 30/11/2017 07:30:00 AM,0,0,0
Thursday 30/11/2017 07:45:00 AM,0,0,0
Thursday 30/11/2017 08:00:00 AM,10,0,0
Thursday 30/11/2017 08:15:00 AM,10,0,0
Thursday 30/11/2017 08:30:00 AM,30,0,0
Thursday 30/11/2017 08:45:00 AM,0,10,0
Thursday 30/11/2017 09:00:00 AM,0,0,0
Thursday 30/11/2017 09:15:00 AM,10,10,0
Thursday 30/11/2017 09:30:00 AM,0,0,0
Thursday 30/11/2017 09:45:00 AM,0,0,0
Thursday 30/11/2017 10:00:00 AM,0,0,0
Thursday 30/11/2017 10:15:00 AM,0,0,0
Thursday 30/11/2017 10:30:00 AM,10,0,0
Thursday 30/11/2017 10:45:00 AM,0,0,0
Thursday 30/11/2017 11:00:00 AM,10,10,0
Thursday 30/11/2017 11:15:00 AM,0,0,0
Thursday 30/11/2017 11:30:00 AM,10,0,0
Thursday 30/11/2017 11:45:00 AM,10,0,20
Thursday 30/11/2017 12:00:00 PM,10,0,190
Thursday 30/11/2017 12:15:00 PM,10,10,90
Thursday 30/11/2017 12:30:00 PM,0,0,250
Thursday 30/11/2017 12:45:00 PM,0,0,180
Thursday 30/11/2017 01:00:00 PM,10,0,0
Thursday 30/11/2017 01:15:00 PM,10,10,100
Thursday 30/11/2017 01:30:00 PM,10,0,270
Thursday 30/11/2017 01:45:00 PM,0,0,30
Thursday 30/11/2017 02:00:00 PM,10,10,0
Thursday 30/11/2017 02:15:00 PM,10,0,20
Thursday 30/11/2017 02:30:00 PM,20,10,70
Thursday 30/11/2017 02:45:00 PM,0,0,40
Thursday 30/11/2017 03:00:00 PM,0,0,0
Thursday 30/11/2017 03:15:00 PM,0,0,0
Thursday 30/11/2017 03:30:00 PM,10,0,0
Thursday 30/11/2017 03:45:00 PM,0,0,0
Thursday 30/11/2017 04:00:00 PM,10,0,0
Thursday 30/11/2017 04:15:00 PM,0,30,0
Thursday 30/11/2017 04:30:00 PM,0,30,0
Thursday 30/11/2017 04:45:00 PM,0,10,0
Thursday 30/11/2017 05:00:00 PM,0,20,0
Thursday 30/11/2017 05:15:00 PM,10,20,0
Thursday 30/11/2017 05:30:00 PM,10,50,0
Thursday 30/11/2017 05:45:00 PM,0,20,0
Thursday 30/11/2017 06:00:00 PM,0,10,0
Thursday 30/11/2017 06:15:00 PM,0,50,0
Thursday 30/11/2017 06:30:00 PM,10,50,0
Thursday 30/11/2017 06:45:00 PM,40,50,0
Thursday 30/11/2017 07:00:00 PM,20,20,0
Thursday 30/11/2017 07:15:00 PM,0,20,0
Thursday 30/11/2017 07:30:00 PM,0,20,0
Thursday 30/11/2017 07:45:00 PM,10,40,0
Thursday 30/11/2017 08:00:00 PM,20,0,0
Thursday 30/11/2017 08:15:00 PM,0,20,0
Thursday 30/11/2017 08:30:00 PM,0,40,0
Thursday 30/11/2017 08:45:00 PM,0,60,0
Thursday 30/11/2017 09:00:00 PM,0,0,0
Thursday 30/11/2017 09:15:00 PM,0,0,0
Thursday 30/11/2017 09:30:00 PM,0,0,0
Thursday 30/11/2017 09:45:00 PM,0,0,0
Thursday 30/11/2017 10:00:00 PM,10,0,0
Thursday 30/11/2017 10:15:00 PM,0,0,0
Thursday 30/11/2017 10:30:00 PM,0,0,0
Thursday 30/11/2017 10:45:00 PM,0,0,0
Thursday 30/11/2017 11:00:00 PM,0,0,0
Thursday 30/11/2017 11:15:00 PM,0,0,0
Thursday 30/11/2017 11:30:00 PM,0,0,0
Thursday 30/11/2017 11:45:00 PM,0,0,0
Friday 01/12/2017 12:00:00 AM,0,0,0
Friday 01/12/2017 12:15:00 AM,0,0,0
Friday 01/12/2017 12:30:00 AM,10,0,0
Friday 01/12/2017 12:45:00 AM,0,10,0
Friday 01/12/2017 01:00:00 AM,0,0,0
Friday 01/12/2017 01:15:00 AM,0,0,0
Friday 01/12/2017 01:30:00 AM,0,0,0
Friday 01/12/2017 01:45:00 AM,0,0,0
Friday 01/12/2017 02:00:00 AM,0,0,0
Friday 01/12/2017 02:15:00 AM,0,0,0
Friday 01/12/2017 02:30:00 AM,0,0,0
Friday 01/12/2017 02:45:00 AM,0,0,0
Friday 01/12/2017 03:00:00 AM,0,0,0
Friday 01/12/2017 03:15:00 AM,0,0,0
Friday 01/12/2017 03:30:00 AM,0,0,0
Friday 01/12/2017 03:45:00 AM,0,0,0
Friday 01/12/2017 04:00:00 AM,0,0,0
Friday 01/12/2017 04:15:00 AM,0,0,0
Friday 01/12/2017 04:30:00 AM,0,0,0
Friday 01/12/2017 04:45:00 AM,0,0,0
Friday 01/12/2017 05:00:00 AM,0,0,0
Friday 01/12/2017 05:15:00 AM,0,0,0
Friday 01/12/2017 05:30:00 AM,0,0,0
Friday 01/12/2017 05:45:00 AM,0,0,0
Friday 01/12/2017 06:00:00 AM,0,0,0
Friday 01/12/2017 06:15:00 AM,0,20,0
Friday 01/12/2017 06:30:00 AM,0,0,0
Friday 01/12/2017 06:45:00 AM,0,0,0
Friday 01/12/2017 07:00:00 AM,0,0,0
Friday 01/12/2017 07:15:00 AM,0,0,0
Friday 01/12/2017 07:30:00 AM,0,0,0
Friday 01/12/2017 07:45:00 AM,0,0,0
Friday 01/12/2017 08:00:00 AM,0,0,0
Friday 01/12/2017 08:15:00 AM,10,0,10
Friday 01/12/2017 08:30:00 AM,0,10,0
Friday 01/12/2017 08:45:00 AM,10,0,0
Friday 01/12/2017 09:00:00 AM,0,0,0
Friday 01/12/2017 09:15:00 AM,0,0,0
Friday 01/12/2017 09:30:00 AM,10,0,0
Friday 01/12/2017 09:45:00 AM,0,0,
Friday 01/12/2017 10:00:00 AM,0,0,
Friday 01/12/2017 10:15:00 AM,20,0,
Friday 01/12/2017 10:30:00 AM,0,0,
Friday 01/12/2017 10:45:00 AM,0,0,
Friday 01/12/2017 11:00:00 AM,10,0,
Friday 01/12/2017 11:15:00 AM,10,10,
Friday 01/12/2017 11:30:00 AM,0,10,
Friday 01/12/2017 11:45:00 AM,10,0,
Friday 01/12/2017 12:00:00 PM,0,0,
Friday 01/12/2017 12:15:00 PM,20,0,
Friday 01/12/2017 12:30:00 PM,10,10,
Friday 01/12/2017 12:45:00 PM,0,0,
Friday 01/12/2017 01:00:00 PM,0,0,0
Friday 01/12/2017 01:15:00 PM,10,0,0
Friday 01/12/2017 01:30:00 PM,0,0,0
Friday 01/12/2017 01:45:00 PM,10,20,0
Friday 01/12/2017 02:00:00 PM,10,0,0
Friday 01/12/2017 02:15:00 PM,0,0,0
Friday 01/12/2017 02:30:00 PM,10,0,0
Friday 01/12/2017 02:45:00 PM,0,10,0
Friday 01/12/2017 03:00:00 PM,0,0,0
Friday 01/12/2017 03:15:00 PM,10,0,0
Friday 01/12/2017 03:30:00 PM,0,0,0
Friday 01/12/2017 03:45:00 PM,0,0,0
Friday 01/12/2017 04:00:00 PM,0,0,0
Friday 01/12/2017 04:15:00 PM,10,0,0
Friday 01/12/2017 04:30:00 PM,10,0,0
Friday 01/12/2017 04:45:00 PM,0,0,0
Friday 01/12/2017 05:00:00 PM,0,0,0
Friday 01/12/2017 05:15:00 PM,10,0,0
Friday 01/12/2017 05:30:00 PM,10,0,0
Friday 01/12/2017 05:45:00 PM,0,0,0
Friday 01/12/2017 06:00:00 PM,0,10,0
Friday 01/12/2017 06:15:00 PM,10,0,0
Friday 01/12/2017 06:30:00 PM,0,0,0
Friday 01/12/2017 06:45:00 PM,20,0,0
Friday 01/12/2017 07:00:00 PM,0,0,0
Friday 01/12/2017 07:15:00 PM,0,0,0
Friday 01/12/2017 07:30:00 PM,0,0,0
Friday 01/12/2017 07:45:00 PM,10,0,0
Friday 01/12/2017 08:00:00 PM,20,0,0
Friday 01/12/2017 08:15:00 PM,0,0,0
Friday 01/12/2017 08:30:00 PM,0,0,0
Friday 01/12/2017 08:45:00 PM,0,0,0
Friday 01/12/2017 09:00:00 PM,0,0,0
Friday 01/12/2017 09:15:00 PM,0,0,0
Friday 01/12/2017 09:30:00 PM,0,0,0
Friday 01/12/2017 09:45:00 PM,0,0,0
Friday 01/12/2017 10:00:00 PM,0,0,0
Friday 01/12/2017 10:15:00 PM,0,0,0
Friday 01/12/2017 10:30:00 PM,0,0,0
Friday 01/12/2017 10:45:00 PM,0,0,0
Friday 01/12/2017 11:00:00 PM,0,0,0
Friday 01/12/2017 11:15:00 PM,0,0,0
Friday 01/12/2017 11:30:00 PM,0,0,0
Friday 01/12/2017 11:45:00 PM,0,0,0
Saturday 02/12/2017 12:00:00 AM,0,10,0
Saturday 02/12/2017 12:15:00 AM,0,0,0
Saturday 02/12/2017 12:30:00 AM,0,0,0
Saturday 02/12/2017 12:45:00 AM,0,0,0
Saturday 02/12/2017 01:00:00 AM,0,0,0
Saturday 02/12/2017 01:15:00 AM,0,0,0
Saturday 02/12/2017 01:30:00 AM,0,0,0
Saturday 02/12/2017 01:45:00 AM,0,0,0
Saturday 02/12/2017 02:00:00 AM,0,0,0
Saturday 02/12/2017 02:15:00 AM,0,0,0
Saturday 02/12/2017 02:30:00 AM,0,0,0
Saturday 02/12/2017 02:45:00 AM,0,0,0
Saturday 02/12/2017 03:00:00 AM,0,0,0
Saturday 02/12/2017 03:15:00 AM,0,0,0
Saturday 02/12/2017 03:30:00 AM,0,0,0
Saturday 02/12/2017 03:45:00 AM,0,0,0
Saturday 02/12/2017 04:00:00 AM,0,0,0
Saturday 02/12/2017 04:15:00 AM,0,0,0
Saturday 02/12/2017 04:30:00 AM,0,0,0
Saturday 02/12/2017 04:45:00 AM,0,0,0
Saturday 02/12/2017 05:00:00 AM,0,0,0
Saturday 02/12/2017 05:15:00 AM,0,0,0
Saturday 02/12/2017 05:30:00 AM,0,0,0
Saturday 02/12/2017 05:45:00 AM,0,0,0
Saturday 02/12/2017 06:00:00 AM,0,0,0
Saturday 02/12/2017 06:15:00 AM,0,0,0
Saturday 02/12/2017 06:30:00 AM,0,10,0
Saturday 02/12/2017 06:45:00 AM,0,0,0
Saturday 02/12/2017 07:00:00 AM,0,0,0
Saturday 02/12/2017 07:15:00 AM,0,0,0
Saturday 02/12/2017 07:30:00 AM,0,10,0
Saturday 02/12/2017 07:45:00 AM,0,0,0
Saturday 02/12/2017 08:00:00 AM,0,0,0
Saturday 02/12/2017 08:15:00 AM,0,0,0
Saturday 02/12/2017 08:30:00 AM,0,0,0
Saturday 02/12/2017 08:45:00 AM,0,0,0
Saturday 02/12/2017 09:00:00 AM,0,0,0
Saturday 02/12/2017 09:15:00 AM,0,0,0
Saturday 02/12/2017 09:30:00 AM,0,0,0
Saturday 02/12/2017 09:45:00 AM,10,0,0
Saturday 02/12/2017 10:00:00 AM,0,0,0
Saturday 02/12/2017 10:15:00 AM,0,0,0
Saturday 02/12/2017 10:30:00 AM,0,0,0
Saturday 02/12/2017 10:45:00 AM,10,0,0
Saturday 02/12/2017 11:00:00 AM,0,0,0
Saturday 02/12/2017 11:15:00 AM,10,0,0
Saturday 02/12/2017 11:30:00 AM,0,0,0
Saturday 02/12/2017 11:45:00 AM,20,0,0
Saturday 02/12/2017 12:00:00 PM,0,0,0
Saturday 02/12/2017 12:15:00 PM,0,0,0
Saturday 02/12/2017 12:30:00 PM,10,0,0
