Graph Unit,Litres

,The University of Melbourne Sport Centre,The University of Melbourne Sport Pavilion,The University of Melbourne Sports oval
Thursday 17/11/2016 12:30:00 AM,0,0,240
Thursday 17/11/2016 12:45:00 AM,0,0,250
Thursday 17/11/2016 01:00:00 AM,0,0,230
Thursday 17/11/2016 01:15:00 AM,10,0,240
Thursday 17/11/2016 01:30:00 AM,10,0,340
Thursday 17/11/2016 01:45:00 AM,0,0,330
Thursday 17/11/2016 02:00:00 AM,10,0,340
Thursday 17/11/2016 02:15:00 AM,10,0,190
Thursday 17/11/2016 02:30:00 AM,0,0,0
Thursday 17/11/2016 02:45:00 AM,0,0,0
Thursday 17/11/2016 03:00:00 AM,0,0,0
Thursday 17/11/2016 03:15:00 AM,0,0,0
Thursday 17/11/2016 03:30:00 AM,0,0,0
Thursday 17/11/2016 03:45:00 AM,0,0,0
Thursday 17/11/2016 04:00:00 AM,0,0,0
Thursday 17/11/2016 04:15:00 AM,0,0,0
Thursday 17/11/2016 04:30:00 AM,0,0,0
Thursday 17/11/2016 04:45:00 AM,0,0,0
Thursday 17/11/2016 05:00:00 AM,0,0,0
Thursday 17/11/2016 05:15:00 AM,0,0,0
Thursday 17/11/2016 05:30:00 AM,0,0,0
Thursday 17/11/2016 05:45:00 AM,0,0,0
Thursday 17/11/2016 06:00:00 AM,0,0,0
Thursday 17/11/2016 06:15:00 AM,0,10,0
Thursday 17/11/2016 06:30:00 AM,0,0,0
Thursday 17/11/2016 06:45:00 AM,0,0,0
Thursday 17/11/2016 07:00:00 AM,0,0,0
Thursday 17/11/2016 07:15:00 AM,0,0,0
Thursday 17/11/2016 07:30:00 AM,0,0,0
Thursday 17/11/2016 07:45:00 AM,0,0,0
Thursday 17/11/2016 08:00:00 AM,0,0,0
Thursday 17/11/2016 08:15:00 AM,10,0,0
Thursday 17/11/2016 08:30:00 AM,20,0,0
Thursday 17/11/2016 08:45:00 AM,0,10,0
Thursday 17/11/2016 09:00:00 AM,0,0,0
Thursday 17/11/2016 09:15:00 AM,0,0,0
Thursday 17/11/2016 09:30:00 AM,0,0,10
Thursday 17/11/2016 09:45:00 AM,0,0,10
Thursday 17/11/2016 10:00:00 AM,0,0,0
Thursday 17/11/2016 10:15:00 AM,0,0,0
Thursday 17/11/2016 10:30:00 AM,10,0,0
Thursday 17/11/2016 10:45:00 AM,0,0,0
Thursday 17/11/2016 11:00:00 AM,0,0,0
Thursday 17/11/2016 11:15:00 AM,0,0,0
Thursday 17/11/2016 11:30:00 AM,0,0,0
Thursday 17/11/2016 11:45:00 AM,0,0,0
Thursday 17/11/2016 12:00:00 PM,0,0,0
Thursday 17/11/2016 12:15:00 PM,10,0,0
Thursday 17/11/2016 12:30:00 PM,10,0,0
Thursday 17/11/2016 12:45:00 PM,10,10,0
Thursday 17/11/2016 01:00:00 PM,10,0,0
Thursday 17/11/2016 01:15:00 PM,0,0,0
Thursday 17/11/2016 01:30:00 PM,0,10,30
Thursday 17/11/2016 01:45:00 PM,0,0,80
Thursday 17/11/2016 02:00:00 PM,10,0,80
Thursday 17/11/2016 02:15:00 PM,10,0,10
Thursday 17/11/2016 02:30:00 PM,0,0,0
Thursday 17/11/2016 02:45:00 PM,0,0,0
Thursday 17/11/2016 03:00:00 PM,0,0,0
Thursday 17/11/2016 03:15:00 PM,0,10,0
Thursday 17/11/2016 03:30:00 PM,10,0,0
Thursday 17/11/2016 03:45:00 PM,0,0,0
Thursday 17/11/2016 04:00:00 PM,0,0,0
Thursday 17/11/2016 04:15:00 PM,0,0,0
Thursday 17/11/2016 04:30:00 PM,10,10,0
Thursday 17/11/2016 04:45:00 PM,0,10,0
Thursday 17/11/2016 05:00:00 PM,10,10,0
Thursday 17/11/2016 05:15:00 PM,0,20,0
Thursday 17/11/2016 05:30:00 PM,20,10,0
Thursday 17/11/2016 05:45:00 PM,20,20,0
Thursday 17/11/2016 06:00:00 PM,10,0,10
Thursday 17/11/2016 06:15:00 PM,10,10,0
Thursday 17/11/2016 06:30:00 PM,0,10,0
Thursday 17/11/2016 06:45:00 PM,10,10,0
Thursday 17/11/2016 07:00:00 PM,10,20,0
Thursday 17/11/2016 07:15:00 PM,0,10,0
Thursday 17/11/2016 07:30:00 PM,0,0,0
Thursday 17/11/2016 07:45:00 PM,10,10,0
Thursday 17/11/2016 08:00:00 PM,10,10,0
Thursday 17/11/2016 08:15:00 PM,0,90,0
Thursday 17/11/2016 08:30:00 PM,0,0,0
Thursday 17/11/2016 08:45:00 PM,0,0,0
Thursday 17/11/2016 09:00:00 PM,10,30,160
Thursday 17/11/2016 09:15:00 PM,10,0,190
Thursday 17/11/2016 09:30:00 PM,10,0,270
Thursday 17/11/2016 09:45:00 PM,0,0,240
Thursday 17/11/2016 10:00:00 PM,0,0,200
Thursday 17/11/2016 10:15:00 PM,10,0,240
Thursday 17/11/2016 10:30:00 PM,0,0,210
Thursday 17/11/2016 10:45:00 PM,0,0,310
Thursday 17/11/2016 11:00:00 PM,0,0,240
Thursday 17/11/2016 11:15:00 PM,0,0,240
Thursday 17/11/2016 11:30:00 PM,0,10,230
Thursday 17/11/2016 11:45:00 PM,10,0,320
Friday 18/11/2016 12:00:00 AM,0,0,330
Friday 18/11/2016 12:15:00 AM,0,0,170
Friday 18/11/2016 12:30:00 AM,0,0,0
Friday 18/11/2016 12:45:00 AM,0,0,0
Friday 18/11/2016 01:00:00 AM,0,0,0
Friday 18/11/2016 01:15:00 AM,10,0,0
Friday 18/11/2016 01:30:00 AM,10,0,0
Friday 18/11/2016 01:45:00 AM,10,0,0
Friday 18/11/2016 02:00:00 AM,10,0,0
Friday 18/11/2016 02:15:00 AM,0,0,0
Friday 18/11/2016 02:30:00 AM,0,0,0
Friday 18/11/2016 02:45:00 AM,10,0,0
Friday 18/11/2016 03:00:00 AM,0,0,0
Friday 18/11/2016 03:15:00 AM,0,0,0
Friday 18/11/2016 03:30:00 AM,30,0,0
Friday 18/11/2016 03:45:00 AM,10,0,0
Friday 18/11/2016 04:00:00 AM,0,0,0
Friday 18/11/2016 04:15:00 AM,0,0,0
Friday 18/11/2016 04:30:00 AM,0,0,0
Friday 18/11/2016 04:45:00 AM,0,0,0
Friday 18/11/2016 05:00:00 AM,0,0,0
Friday 18/11/2016 05:15:00 AM,0,0,0
Friday 18/11/2016 05:30:00 AM,0,10,0
Friday 18/11/2016 05:45:00 AM,0,30,0
Friday 18/11/2016 06:00:00 AM,0,0,0
Friday 18/11/2016 06:15:00 AM,0,0,0
Friday 18/11/2016 06:30:00 AM,0,0,0
Friday 18/11/2016 06:45:00 AM,0,0,0
Friday 18/11/2016 07:00:00 AM,0,0,0
Friday 18/11/2016 07:15:00 AM,0,0,0
Friday 18/11/2016 07:30:00 AM,0,20,0
Friday 18/11/2016 07:45:00 AM,0,0,0
Friday 18/11/2016 08:00:00 AM,0,0,40
Friday 18/11/2016 08:15:00 AM,10,0,40
Friday 18/11/2016 08:30:00 AM,10,0,50
Friday 18/11/2016 08:45:00 AM,10,20,40
Friday 18/11/2016 09:00:00 AM,0,40,50
Friday 18/11/2016 09:15:00 AM,0,20,40
Friday 18/11/2016 09:30:00 AM,0,10,40
Friday 18/11/2016 09:45:00 AM,0,10,50
Friday 18/11/2016 10:00:00 AM,0,0,40
Friday 18/11/2016 10:15:00 AM,10,10,40
Friday 18/11/2016 10:30:00 AM,0,10,50
Friday 18/11/2016 10:45:00 AM,10,60,40
Friday 18/11/2016 11:00:00 AM,0,60,50
Friday 18/11/2016 11:15:00 AM,0,10,40
Friday 18/11/2016 11:30:00 AM,10,0,50
Friday 18/11/2016 11:45:00 AM,0,10,40
Friday 18/11/2016 12:00:00 PM,10,0,50
Friday 18/11/2016 12:15:00 PM,10,30,40
Friday 18/11/2016 12:30:00 PM,0,30,50
Friday 18/11/2016 12:45:00 PM,0,10,40
Friday 18/11/2016 01:00:00 PM,10,40,20
Friday 18/11/2016 01:15:00 PM,0,20,0
Friday 18/11/2016 01:30:00 PM,0,60,0
Friday 18/11/2016 01:45:00 PM,0,40,0
Friday 18/11/2016 02:00:00 PM,10,0,0
Friday 18/11/2016 02:15:00 PM,0,0,0
Friday 18/11/2016 02:30:00 PM,10,0,0
Friday 18/11/2016 02:45:00 PM,0,0,0
Friday 18/11/2016 03:00:00 PM,0,0,0
Friday 18/11/2016 03:15:00 PM,0,10,0
Friday 18/11/2016 03:30:00 PM,0,60,0
Friday 18/11/2016 03:45:00 PM,10,30,0
Friday 18/11/2016 04:00:00 PM,0,10,0
Friday 18/11/2016 04:15:00 PM,0,10,0
Friday 18/11/2016 04:30:00 PM,0,30,0
Friday 18/11/2016 04:45:00 PM,10,10,0
Friday 18/11/2016 05:00:00 PM,0,60,0
Friday 18/11/2016 05:15:00 PM,0,0,0
Friday 18/11/2016 05:30:00 PM,10,10,0
Friday 18/11/2016 05:45:00 PM,20,0,0
Friday 18/11/2016 06:00:00 PM,10,10,0
Friday 18/11/2016 06:15:00 PM,0,20,0
Friday 18/11/2016 06:30:00 PM,10,20,0
Friday 18/11/2016 06:45:00 PM,0,10,0
Friday 18/11/2016 07:00:00 PM,10,10,0
Friday 18/11/2016 07:15:00 PM,0,0,0
Friday 18/11/2016 07:30:00 PM,0,0,0
Friday 18/11/2016 07:45:00 PM,20,0,0
Friday 18/11/2016 08:00:00 PM,0,0,0
Friday 18/11/2016 08:15:00 PM,0,0,0
Friday 18/11/2016 08:30:00 PM,0,0,0
Friday 18/11/2016 08:45:00 PM,0,0,0
Friday 18/11/2016 09:00:00 PM,0,0,0
Friday 18/11/2016 09:15:00 PM,10,0,0
Friday 18/11/2016 09:30:00 PM,0,0,0
Friday 18/11/2016 09:45:00 PM,0,0,0
Friday 18/11/2016 10:00:00 PM,0,0,0
Friday 18/11/2016 10:15:00 PM,0,0,0
Friday 18/11/2016 10:30:00 PM,0,0,0
Friday 18/11/2016 10:45:00 PM,0,0,0
Friday 18/11/2016 11:00:00 PM,0,0,0
Friday 18/11/2016 11:15:00 PM,0,0,0
Friday 18/11/2016 11:30:00 PM,0,0,0
Friday 18/11/2016 11:45:00 PM,0,0,0
Saturday 19/11/2016 12:00:00 AM,0,0,0
Saturday 19/11/2016 12:15:00 AM,0,0,0
Saturday 19/11/2016 12:30:00 AM,0,0,0
Saturday 19/11/2016 12:45:00 AM,0,0,0
Saturday 19/11/2016 01:00:00 AM,0,0,0
Saturday 19/11/2016 01:15:00 AM,10,0,0
Saturday 19/11/2016 01:30:00 AM,10,0,0
Saturday 19/11/2016 01:45:00 AM,0,0,0
Saturday 19/11/2016 02:00:00 AM,10,0,0
Saturday 19/11/2016 02:15:00 AM,10,0,0
Saturday 19/11/2016 02:30:00 AM,0,0,0
Saturday 19/11/2016 02:45:00 AM,0,0,0
Saturday 19/11/2016 03:00:00 AM,0,0,0
Saturday 19/11/2016 03:15:00 AM,0,0,0
Saturday 19/11/2016 03:30:00 AM,0,0,0
Saturday 19/11/2016 03:45:00 AM,0,0,0
Saturday 19/11/2016 04:00:00 AM,0,0,0
Saturday 19/11/2016 04:15:00 AM,0,0,0
Saturday 19/11/2016 04:30:00 AM,0,0,0
Saturday 19/11/2016 04:45:00 AM,0,0,0
Saturday 19/11/2016 05:00:00 AM,0,0,0
Saturday 19/11/2016 05:15:00 AM,0,0,0
Saturday 19/11/2016 05:30:00 AM,0,0,0
Saturday 19/11/2016 05:45:00 AM,0,0,0
Saturday 19/11/2016 06:00:00 AM,0,0,0
Saturday 19/11/2016 06:15:00 AM,0,0,0
Saturday 19/11/2016 06:30:00 AM,0,0,0
Saturday 19/11/2016 06:45:00 AM,0,0,0
Saturday 19/11/2016 07:00:00 AM,0,0,0
Saturday 19/11/2016 07:15:00 AM,0,0,0
Saturday 19/11/2016 07:30:00 AM,0,0,0
Saturday 19/11/2016 07:45:00 AM,10,0,10
Saturday 19/11/2016 08:00:00 AM,0,0,0
Saturday 19/11/2016 08:15:00 AM,0,0,0
Saturday 19/11/2016 08:30:00 AM,0,0,0
Saturday 19/11/2016 08:45:00 AM,0,0,0
Saturday 19/11/2016 09:00:00 AM,0,10,10
Saturday 19/11/2016 09:15:00 AM,0,10,50
Saturday 19/11/2016 09:30:00 AM,0,0,30
Saturday 19/11/2016 09:45:00 AM,0,20,0
Saturday 19/11/2016 10:00:00 AM,0,10,0
Saturday 19/11/2016 10:15:00 AM,0,20,0
Saturday 19/11/2016 10:30:00 AM,0,10,0
Saturday 19/11/2016 10:45:00 AM,10,30,0
Saturday 19/11/2016 11:00:00 AM,10,70,0
Saturday 19/11/2016 11:15:00 AM,10,0,0
Saturday 19/11/2016 11:30:00 AM,0,10,0
Saturday 19/11/2016 11:45:00 AM,10,0,0
Saturday 19/11/2016 12:00:00 PM,0,10,0
Saturday 19/11/2016 12:15:00 PM,10,10,0
Saturday 19/11/2016 12:30:00 PM,0,0,0
Saturday 19/11/2016 12:45:00 PM,0,0,0
Saturday 19/11/2016 01:00:00 PM,0,10,0
Saturday 19/11/2016 01:15:00 PM,10,40,0
Saturday 19/11/2016 01:30:00 PM,0,50,0
Saturday 19/11/2016 01:45:00 PM,0,10,0
Saturday 19/11/2016 02:00:00 PM,0,0,0
Saturday 19/11/2016 02:15:00 PM,0,20,0
Saturday 19/11/2016 02:30:00 PM,10,20,0
Saturday 19/11/2016 02:45:00 PM,0,20,0
Saturday 19/11/2016 03:00:00 PM,10,0,0
Saturday 19/11/2016 03:15:00 PM,0,10,0
Saturday 19/11/2016 03:30:00 PM,0,30,0
Saturday 19/11/2016 03:45:00 PM,0,50,0
Saturday 19/11/2016 04:00:00 PM,20,30,0
Saturday 19/11/2016 04:15:00 PM,0,10,0
Saturday 19/11/2016 04:30:00 PM,10,20,0
Saturday 19/11/2016 04:45:00 PM,0,30,0
Saturday 19/11/2016 05:00:00 PM,20,20,0
Saturday 19/11/2016 05:15:00 PM,20,20,0
Saturday 19/11/2016 05:30:00 PM,20,180,0
Saturday 19/11/2016 05:45:00 PM,0,80,0
Saturday 19/11/2016 06:00:00 PM,0,40,0
Saturday 19/11/2016 06:15:00 PM,0,150,0
Saturday 19/11/2016 06:30:00 PM,0,80,0
Saturday 19/11/2016 06:45:00 PM,0,50,0
Saturday 19/11/2016 07:00:00 PM,0,20,0
Saturday 19/11/2016 07:15:00 PM,0,10,0
Saturday 19/11/2016 07:30:00 PM,0,10,0
Saturday 19/11/2016 07:45:00 PM,0,20,0
Saturday 19/11/2016 08:00:00 PM,0,20,0
Saturday 19/11/2016 08:15:00 PM,0,0,0
Saturday 19/11/2016 08:30:00 PM,0,10,0
Saturday 19/11/2016 08:45:00 PM,0,0,0
Saturday 19/11/2016 09:00:00 PM,0,10,140
Saturday 19/11/2016 09:15:00 PM,0,20,230
Saturday 19/11/2016 09:30:00 PM,0,0,230
Saturday 19/11/2016 09:45:00 PM,0,10,170
Saturday 19/11/2016 10:00:00 PM,0,0,210
Saturday 19/11/2016 10:15:00 PM,0,10,270
Saturday 19/11/2016 10:30:00 PM,0,10,300
Saturday 19/11/2016 10:45:00 PM,0,30,250
Saturday 19/11/2016 11:00:00 PM,0,80,250
Saturday 19/11/2016 11:15:00 PM,0,10,210
Saturday 19/11/2016 11:30:00 PM,0,0,210
Saturday 19/11/2016 11:45:00 PM,0,10,210
Sunday 20/11/2016 12:00:00 AM,0,10,220
Sunday 20/11/2016 12:15:00 AM,0,0,290
Sunday 20/11/2016 12:30:00 AM,0,10,300
Sunday 20/11/2016 12:45:00 AM,0,10,230
Sunday 20/11/2016 01:00:00 AM,10,0,0
Sunday 20/11/2016 01:15:00 AM,0,10,0
Sunday 20/11/2016 01:30:00 AM,10,10,0
Sunday 20/11/2016 01:45:00 AM,10,0,340
Sunday 20/11/2016 02:00:00 AM,10,10,360
Sunday 20/11/2016 02:15:00 AM,10,0,350
Sunday 20/11/2016 02:30:00 AM,0,10,310
Sunday 20/11/2016 02:45:00 AM,0,10,250
Sunday 20/11/2016 03:00:00 AM,0,10,240
Sunday 20/11/2016 03:15:00 AM,0,0,250
Sunday 20/11/2016 03:30:00 AM,0,10,250
Sunday 20/11/2016 03:45:00 AM,0,0,250
Sunday 20/11/2016 04:00:00 AM,0,10,240
Sunday 20/11/2016 04:15:00 AM,0,10,240
Sunday 20/11/2016 04:30:00 AM,0,10,250
Sunday 20/11/2016 04:45:00 AM,0,0,380
Sunday 20/11/2016 05:00:00 AM,0,10,350
Sunday 20/11/2016 05:15:00 AM,0,10,330
Sunday 20/11/2016 05:30:00 AM,0,0,320
Sunday 20/11/2016 05:45:00 AM,0,10,30
Sunday 20/11/2016 06:00:00 AM,0,10,0
Sunday 20/11/2016 06:15:00 AM,0,0,0
Sunday 20/11/2016 06:30:00 AM,0,10,0
Sunday 20/11/2016 06:45:00 AM,0,10,0
Sunday 20/11/2016 07:00:00 AM,0,10,0
Sunday 20/11/2016 07:15:00 AM,0,0,0
Sunday 20/11/2016 07:30:00 AM,0,10,0
Sunday 20/11/2016 07:45:00 AM,0,0,0
Sunday 20/11/2016 08:00:00 AM,0,10,0
Sunday 20/11/2016 08:15:00 AM,0,10,0
Sunday 20/11/2016 08:30:00 AM,0,10,0
Sunday 20/11/2016 08:45:00 AM,0,0,0
Sunday 20/11/2016 09:00:00 AM,0,10,0
Sunday 20/11/2016 09:15:00 AM,0,0,0
Sunday 20/11/2016 09:30:00 AM,0,10,0
Sunday 20/11/2016 09:45:00 AM,0,0,0
Sunday 20/11/2016 10:00:00 AM,0,10,0
Sunday 20/11/2016 10:15:00 AM,0,10,0
Sunday 20/11/2016 10:30:00 AM,0,0,0
Sunday 20/11/2016 10:45:00 AM,0,10,0
Sunday 20/11/2016 11:00:00 AM,10,10,0
Sunday 20/11/2016 11:15:00 AM,10,0,0
Sunday 20/11/2016 11:30:00 AM,0,10,0
Sunday 20/11/2016 11:45:00 AM,0,0,0
Sunday 20/11/2016 12:00:00 PM,0,10,0
Sunday 20/11/2016 12:15:00 PM,0,0,0
Sunday 20/11/2016 12:30:00 PM,0,10,0
Sunday 20/11/2016 12:45:00 PM,0,10,0
Sunday 20/11/2016 01:00:00 PM,0,0,0
Sunday 20/11/2016 01:15:00 PM,0,10,0
Sunday 20/11/2016 01:30:00 PM,10,0,0
Sunday 20/11/2016 01:45:00 PM,0,10,0
Sunday 20/11/2016 02:00:00 PM,0,10,0
Sunday 20/11/2016 02:15:00 PM,0,10,0
Sunday 20/11/2016 02:30:00 PM,0,10,0
Sunday 20/11/2016 02:45:00 PM,0,0,0
Sunday 20/11/2016 03:00:00 PM,10,10,0
Sunday 20/11/2016 03:15:00 PM,0,10,0
Sunday 20/11/2016 03:30:00 PM,0,0,0
Sunday 20/11/2016 03:45:00 PM,10,10,0
Sunday 20/11/2016 04:00:00 PM,0,0,0
Sunday 20/11/2016 04:15:00 PM,0,10,0
Sunday 20/11/2016 04:30:00 PM,0,0,0
Sunday 20/11/2016 04:45:00 PM,10,10,0
Sunday 20/11/2016 05:00:00 PM,0,0,0
Sunday 20/11/2016 05:15:00 PM,20,10,0
Sunday 20/11/2016 05:30:00 PM,30,0,0
Sunday 20/11/2016 05:45:00 PM,0,10,0
Sunday 20/11/2016 06:00:00 PM,0,0,0
Sunday 20/11/2016 06:15:00 PM,0,10,260
Sunday 20/11/2016 06:30:00 PM,0,0,340
Sunday 20/11/2016 06:45:00 PM,0,10,340
Sunday 20/11/2016 07:00:00 PM,0,0,280
Sunday 20/11/2016 07:15:00 PM,0,10,240
Sunday 20/11/2016 07:30:00 PM,0,0,230
Sunday 20/11/2016 07:45:00 PM,0,0,220
Sunday 20/11/2016 08:00:00 PM,0,10,240
Sunday 20/11/2016 08:15:00 PM,0,0,220
Sunday 20/11/2016 08:30:00 PM,0,10,230
Sunday 20/11/2016 08:45:00 PM,0,0,220
Sunday 20/11/2016 09:00:00 PM,0,10,230
Sunday 20/11/2016 09:15:00 PM,0,0,330
Sunday 20/11/2016 09:30:00 PM,0,10,340
Sunday 20/11/2016 09:45:00 PM,0,0,310
Sunday 20/11/2016 10:00:00 PM,0,0,310
Sunday 20/11/2016 10:15:00 PM,0,10,70
Sunday 20/11/2016 10:30:00 PM,0,0,0
Sunday 20/11/2016 10:45:00 PM,0,10,20
Sunday 20/11/2016 11:00:00 PM,0,0,230
Sunday 20/11/2016 11:15:00 PM,0,10,230
Sunday 20/11/2016 11:30:00 PM,0,0,200
Sunday 20/11/2016 11:45:00 PM,10,10,170
Monday 21/11/2016 12:00:00 AM,0,0,250
Monday 21/11/2016 12:15:00 AM,0,10,290
Monday 21/11/2016 12:30:00 AM,0,0,280
Monday 21/11/2016 12:45:00 AM,0,0,250
Monday 21/11/2016 01:00:00 AM,0,10,230
Monday 21/11/2016 01:15:00 AM,10,0,210
Monday 21/11/2016 01:30:00 AM,10,10,200
Monday 21/11/2016 01:45:00 AM,10,0,220
Monday 21/11/2016 02:00:00 AM,10,10,260
Monday 21/11/2016 02:15:00 AM,10,0,300
Monday 21/11/2016 02:30:00 AM,40,10,300
Monday 21/11/2016 02:45:00 AM,10,0,80
Monday 21/11/2016 03:00:00 AM,0,10,0
Monday 21/11/2016 03:15:00 AM,0,0,0
Monday 21/11/2016 03:30:00 AM,0,10,0
Monday 21/11/2016 03:45:00 AM,0,0,0
Monday 21/11/2016 04:00:00 AM,0,10,0
Monday 21/11/2016 04:15:00 AM,0,0,0
Monday 21/11/2016 04:30:00 AM,0,10,0
Monday 21/11/2016 04:45:00 AM,0,0,0
Monday 21/11/2016 05:00:00 AM,0,10,0
Monday 21/11/2016 05:15:00 AM,0,0,0
Monday 21/11/2016 05:30:00 AM,0,40,0
Monday 21/11/2016 05:45:00 AM,0,10,0
Monday 21/11/2016 06:00:00 AM,0,30,0
Monday 21/11/2016 06:15:00 AM,0,0,0
Monday 21/11/2016 06:30:00 AM,0,10,0
Monday 21/11/2016 06:45:00 AM,0,0,0
Monday 21/11/2016 07:00:00 AM,0,10,0
Monday 21/11/2016 07:15:00 AM,0,10,0
Monday 21/11/2016 07:30:00 AM,0,0,0
Monday 21/11/2016 07:45:00 AM,0,10,0
Monday 21/11/2016 08:00:00 AM,0,0,0
Monday 21/11/2016 08:15:00 AM,20,10,0
Monday 21/11/2016 08:30:00 AM,10,0,0
Monday 21/11/2016 08:45:00 AM,0,10,0
Monday 21/11/2016 09:00:00 AM,0,0,0
Monday 21/11/2016 09:15:00 AM,0,10,0
Monday 21/11/2016 09:30:00 AM,0,0,0
Monday 21/11/2016 09:45:00 AM,0,10,0
Monday 21/11/2016 10:00:00 AM,0,0,0
Monday 21/11/2016 10:15:00 AM,10,10,0
Monday 21/11/2016 10:30:00 AM,0,0,0
Monday 21/11/2016 10:45:00 AM,0,10,0
Monday 21/11/2016 11:00:00 AM,0,10,80
Monday 21/11/2016 11:15:00 AM,20,10,110
Monday 21/11/2016 11:30:00 AM,0,10,110
Monday 21/11/2016 11:45:00 AM,0,0,120
Monday 21/11/2016 12:00:00 PM,0,0,110
Monday 21/11/2016 12:15:00 PM,0,10,120
Monday 21/11/2016 12:30:00 PM,0,0,110
Monday 21/11/2016 12:45:00 PM,10,10,50
Monday 21/11/2016 01:00:00 PM,10,0,0
Monday 21/11/2016 01:15:00 PM,0,0,0
Monday 21/11/2016 01:30:00 PM,20,10,0
Monday 21/11/2016 01:45:00 PM,10,0,0
Monday 21/11/2016 02:00:00 PM,0,10,0
Monday 21/11/2016 02:15:00 PM,10,0,0
Monday 21/11/2016 02:30:00 PM,0,10,0
Monday 21/11/2016 02:45:00 PM,0,0,0
Monday 21/11/2016 03:00:00 PM,0,10,0
Monday 21/11/2016 03:15:00 PM,0,0,0
Monday 21/11/2016 03:30:00 PM,10,0,0
Monday 21/11/2016 03:45:00 PM,0,10,0
Monday 21/11/2016 04:00:00 PM,0,0,0
Monday 21/11/2016 04:15:00 PM,0,0,0
Monday 21/11/2016 04:30:00 PM,0,10,0
Monday 21/11/2016 04:45:00 PM,0,30,0
Monday 21/11/2016 05:00:00 PM,10,0,0
Monday 21/11/2016 05:15:00 PM,0,10,0
Monday 21/11/2016 05:30:00 PM,0,0,0
Monday 21/11/2016 05:45:00 PM,0,10,0
Monday 21/11/2016 06:00:00 PM,0,0,0
Monday 21/11/2016 06:15:00 PM,0,30,0
Monday 21/11/2016 06:30:00 PM,0,10,0
Monday 21/11/2016 06:45:00 PM,10,10,0
Monday 21/11/2016 07:00:00 PM,0,10,0
Monday 21/11/2016 07:15:00 PM,0,10,0
Monday 21/11/2016 07:30:00 PM,0,0,0
Monday 21/11/2016 07:45:00 PM,20,10,0
Monday 21/11/2016 08:00:00 PM,0,0,0
Monday 21/11/2016 08:15:00 PM,0,10,0
Monday 21/11/2016 08:30:00 PM,10,0,0
Monday 21/11/2016 08:45:00 PM,0,10,0
Monday 21/11/2016 09:00:00 PM,0,0,0
Monday 21/11/2016 09:15:00 PM,0,10,0
Monday 21/11/2016 09:30:00 PM,0,0,0
Monday 21/11/2016 09:45:00 PM,10,10,0
Monday 21/11/2016 10:00:00 PM,0,0,0
Monday 21/11/2016 10:15:00 PM,0,10,0
Monday 21/11/2016 10:30:00 PM,0,0,0
Monday 21/11/2016 10:45:00 PM,0,10,0
Monday 21/11/2016 11:00:00 PM,0,0,0
Monday 21/11/2016 11:15:00 PM,0,0,0
Monday 21/11/2016 11:30:00 PM,0,10,0
Monday 21/11/2016 11:45:00 PM,0,0,0
Tuesday 22/11/2016 12:00:00 AM,0,10,0
Tuesday 22/11/2016 12:15:00 AM,0,0,0
Tuesday 22/11/2016 12:30:00 AM,0,0,0
Tuesday 22/11/2016 12:45:00 AM,0,10,0
Tuesday 22/11/2016 01:00:00 AM,0,0,0
Tuesday 22/11/2016 01:15:00 AM,10,10,0
Tuesday 22/11/2016 01:30:00 AM,10,0,0
Tuesday 22/11/2016 01:45:00 AM,0,10,0
Tuesday 22/11/2016 02:00:00 AM,10,0,0
Tuesday 22/11/2016 02:15:00 AM,10,10,0
Tuesday 22/11/2016 02:30:00 AM,0,10,0
Tuesday 22/11/2016 02:45:00 AM,0,0,0
Tuesday 22/11/2016 03:00:00 AM,0,10,0
Tuesday 22/11/2016 03:15:00 AM,0,0,0
Tuesday 22/11/2016 03:30:00 AM,0,10,0
Tuesday 22/11/2016 03:45:00 AM,0,0,0
Tuesday 22/11/2016 04:00:00 AM,0,10,0
Tuesday 22/11/2016 04:15:00 AM,0,0,0
Tuesday 22/11/2016 04:30:00 AM,0,10,0
Tuesday 22/11/2016 04:45:00 AM,0,0,0
Tuesday 22/11/2016 05:00:00 AM,0,10,0
Tuesday 22/11/2016 05:15:00 AM,0,0,0
Tuesday 22/11/2016 05:30:00 AM,0,10,0
Tuesday 22/11/2016 05:45:00 AM,0,0,0
Tuesday 22/11/2016 06:00:00 AM,0,10,0
Tuesday 22/11/2016 06:15:00 AM,0,0,0
Tuesday 22/11/2016 06:30:00 AM,0,10,0
Tuesday 22/11/2016 06:45:00 AM,0,10,0
Tuesday 22/11/2016 07:00:00 AM,0,0,0
Tuesday 22/11/2016 07:15:00 AM,0,10,0
Tuesday 22/11/2016 07:30:00 AM,0,10,0
Tuesday 22/11/2016 07:45:00 AM,0,10,0
Tuesday 22/11/2016 08:00:00 AM,0,0,0
Tuesday 22/11/2016 08:15:00 AM,10,10,0
Tuesday 22/11/2016 08:30:00 AM,10,10,0
Tuesday 22/11/2016 08:45:00 AM,10,0,0
Tuesday 22/11/2016 09:00:00 AM,0,10,0
Tuesday 22/11/2016 09:15:00 AM,0,0,0
Tuesday 22/11/2016 09:30:00 AM,0,10,0
Tuesday 22/11/2016 09:45:00 AM,0,10,0
Tuesday 22/11/2016 10:00:00 AM,0,0,0
Tuesday 22/11/2016 10:15:00 AM,10,10,0
Tuesday 22/11/2016 10:30:00 AM,0,0,0
